,school-name,matched_again,match_from,school_address
1651,辅仁大学,"(輔大, 510, 中正路, 營盤里, 營盤, 新莊區, 新北市, 24205, 臺灣, (25.0353489, 121.432548096))",Nominatum,"輔大, 510, 中正路, 營盤里, 營盤, 新莊區, 新北市, 24205, 臺灣"
1652,"University of California, Santa Barbara","Santa Barbara, CA",Collegelist,
1653,"University of California, Berkeley","Berkeley, CA",Collegelist,
1654,Harvey Mudd College,"Claremont, CA",Collegelist,
1655,,,,
1656,The University of Texas at Austin,"Austin, TX",Collegelist,
1657,Rensselaer Polytechnic Institute,"Troy, NY",Collegelist,
1658,Arizona State University,"Tempe, AZ",Collegelist,
1659,Arizona State University,"Tempe, AZ",Collegelist,
1660,成城大学 / Seijo University,,,
1661,University of Rhode Island,"Kingston, RI",Collegelist,
1662,Harvard Extension School,"(Harvard University Extension School, Farwell Place, Harvard Square, Cambridge, Middlesex County, Massachusetts, 02138, United States of America, (42.3744913, -71.1215091))",Nominatum,"Harvard University Extension School, Farwell Place, Harvard Square, Cambridge, Middlesex County, Massachusetts, 02138, United States of America"
1663,State University of New York College at Purchase,,,
1664,Ithaca College,"Ithaca, NY",Collegelist,
1665,,,,
1666,Cornell University,"Ithaca, NY",Collegelist,
1667,Northern Arizona University,"Flagstaff, AZ",Collegelist,
1668,,,,
1669,Loyola Marymount University,"Los Angeles, CA",Collegelist,
1670,Northwestern University - Kellogg School of Management,"Evanston, IL",Manual,
1671,Dartmouth College,"Hanover, NH",Collegelist,
1672,Lasell College,"Newton, MA",Collegelist,
1673,Faculdade Cásper Líbero,,,
1674,Tulane University,"New Orleans, LA",Collegelist,
1675,"University of Massachusetts, Amherst","Amherst, MA",Collegelist,
1676,"University of Massachusetts, Amherst","Amherst, MA",Collegelist,
1677,"University of California, Irvine","Irvine, CA",Collegelist,
1678,"University of California, Rome Center",,,
1679,Berkeley High School,"2325 CATALPA DR BERKLEY, MI 48072",Collegelist,
1680,University of Pennsylvania,"Philadelphia, PA",Collegelist,
1681,University of Washington,"Seattle, WA",Collegelist,
1682,Case Western Reserve University,"New York, NY",Collegelist,
1683,University of Akron Wayne College,"(The University of Akron Wayne College, Smucker Road, Wayne County, Ohio, 44667, United States of America, (40.8612998, -81.7900015008))",Nominatum,"The University of Akron Wayne College, Smucker Road, Wayne County, Ohio, 44667, United States of America"
1684,Wooster High School,"515 OLDMAN RD WOOSTER, OH 44691",Collegelist,
1685,University of Kansas,"Lawrence, KS",Collegelist,
1686,University of Virginia,"Charlottesville, VA",Collegelist,
1687,Van Loan School of Graduate and Professional Studies at Endicott College,,,
1688,Endicott College,"Beverly, MA",Collegelist,
1689,Worcester Academy,"(Worcester Academy, Chapin Street, Worcester, Worcester County, Massachusetts, 01610, United States of America, (42.2525245, -71.7910001688))",Nominatum,"Worcester Academy, Chapin Street, Worcester, Worcester County, Massachusetts, 01610, United States of America"
1690,Tufts University,"Medford, MA",Collegelist,
1691,Lesley University,"Cambridge, MA",Collegelist,
1692,"University of California, Los Angeles","Los Angeles, CA",Collegelist,
1693,INSEAD,"(INSEAD, Rue du Plessis Mornay, Fontainebleau, Seine-et-Marne, Île-de-France, France métropolitaine, 77300, France, (48.4058564, 2.6853609))",Nominatum,"INSEAD, Rue du Plessis Mornay, Fontainebleau, Seine-et-Marne, Île-de-France, France métropolitaine, 77300, France"
1694,University College Dublin,"(UCD Micheal Smurfit Graduate Business School, Avoca Avenue, Blackrock-Central ED, Blackrock, Dún Laoghaire-Rathdown, County Dublin, Leinster, Republic of Ireland, (53.29574525, -6.1853508337))",Nominatum,"UCD Micheal Smurfit Graduate Business School, Avoca Avenue, Blackrock-Central ED, Blackrock, Dún Laoghaire-Rathdown, County Dublin, Leinster, Republic of Ireland"
1695,"University at Albany, SUNY","Albany, NY",Collegelist,
1696,Tulane University,"New Orleans, LA",Collegelist,
1697,Rensselaer Polytechnic Institute,"Troy, NY",Collegelist,
1698,Fashion Institute of Technology,"New York, NY",Collegelist,
1699,University of Texas,"Austin, TX",Collegelist,
1700,Illinois Institute of Technology,"Chicago, IL",Collegelist,
1701,Bates College,"Lewiston, ME",Collegelist,
1702,National University of Ireland,"(National University of Ireland, 49, Merrion Square East, Docklands, Dublin, County Dublin, Leinster, Republic of Ireland, (53.3383758, -6.24718475125))",Nominatum,"National University of Ireland, 49, Merrion Square East, Docklands, Dublin, County Dublin, Leinster, Republic of Ireland"
1703,Ferndale High School,"881 PINECREST DR FERNDALE, MI 48220",Collegelist,
1704,Arizona State University,"Tempe, AZ",Collegelist,
1705,University of New Hampshire - Whittemore School of Business and Economics,"Durham, NH",Manual,
1706,University of North Carolina at Chapel Hill,"St. Louis, MO",Collegelist,
1707,St. Thomas Aquinas,"Sparkill, NY",Collegelist,
1708,"University of California, Berkeley","Berkeley, CA",Collegelist,
1709,Humboldt-Universität zu Berlin,,,
1710,University of Hartford,"Bowling Green, KY",Collegelist,
1711,Tabor Academy,"(Tabor Academy, 232, Front Street, Marion, Plymouth County, Massachusetts, 02738, United States of America, (41.70903195, -70.7679425178))",Nominatum,"Tabor Academy, 232, Front Street, Marion, Plymouth County, Massachusetts, 02738, United States of America"
1712,Shore Country Day School,"(Shore Country Day School, 545, Cabot Street, Beverly, Essex County, Massachusetts, 01915, United States of America, (42.56871425, -70.8875569729))",Nominatum,"Shore Country Day School, 545, Cabot Street, Beverly, Essex County, Massachusetts, 01915, United States of America"
1713,Marblehead High School,"2 HUMPHREY ST MARBLEHEAD, MA 01945",Collegelist,
1714,Skidmore College,"Saratoga Springs, NY",Collegelist,
1715,Fashion Institute of Technology,"New York, NY",Collegelist,
1716,Parsons School of Design,"(Parsons The New School for Design, West 40th Street, Koreatown, Manhattan, New York, NYC, New York, 10018, United States of America, (40.7550421, -73.9881185))",Nominatum,"Parsons The New School for Design, West 40th Street, Koreatown, Manhattan, New York, NYC, New York, 10018, United States of America"
1717,Art Institute of Seattle,,,
1718,Central Connecticut State University,"New Britain, CT",Collegelist,
1719,University of Wisconsin-Madison,"Madison, WI",Collegelist,
1720,University of Wisconsin-Madison - School of Business,,,
1721,University of Rochester,"Rochester, NY",Collegelist,
1722,Brown University,"Providence, RI",Collegelist,
1723,"University of California, Berkeley","Berkeley, CA",Collegelist,
1724,Anderson University (SC),"Los Angeles, CA",Collegelist,
1725,Covenant College,"Lookout Mountain, GA",Collegelist,
1726,Northeastern University,"New York, NY",Collegelist,
1727,Charles University in Prague,,,
1728,Stanford University,"Bowling Green, KY",Collegelist,
1729,Massachusetts Institute of Technology,"Cambridge, MA",Collegelist,
1730,Wellesley College,"Wellesley, MA",Collegelist,
1731,The University of Hong Kong,"(香港大學 The University of Hong Kong, 大學街 The University Street, 石塘咀 Shek Tong Tsui, 香港 Hong Kong, 中西區 Central and Western District, 香港島 Hong Kong Island, HK, 中国, (22.28291565, 114.137795709))",Nominatum,"香港大學 The University of Hong Kong, 大學街 The University Street, 石塘咀 Shek Tong Tsui, 香港 Hong Kong, 中西區 Central and Western District, 香港島 Hong Kong Island, HK, 中国"
1732,"University of California, Berkeley","Berkeley, CA",Collegelist,
1733,North Carolina State University,"St. Louis, MO",Collegelist,
1734,Wuhan University,"(武汉大学, 珞珈山街道, 武昌区 (Wuchang), 武汉市 / Wuhan, 湖北省, 中国, (30.5401222, 114.3594147))",Nominatum,"武汉大学, 珞珈山街道, 武昌区 (Wuchang), 武汉市 / Wuhan, 湖北省, 中国"
1735,"University of California, Los Angeles","Los Angeles, CA",Collegelist,
1736,University of Massachusetts Boston,"Boston, MA",Collegelist,
1737,HEDNA University,"(Ecole Nationale des Sports Olympiques, Voie Rapide Setif - Bordj Bou Arreridj, Sétif, Sétif - سطيف‎, Daïra Sétif, Sétif - سطيف‎, 19000, Algérie الجزائر, (36.19930115, 5.37400292821))",Nominatum,"Ecole Nationale des Sports Olympiques, Voie Rapide Setif - Bordj Bou Arreridj, Sétif, Sétif - سطيف‎, Daïra Sétif, Sétif - سطيف‎, 19000, Algérie الجزائر"
1738,HSMAi,,,
1739,Cornell University,"Ithaca, NY",Collegelist,
1740,Marymount University,"Arlington, VA",Collegelist,
1741,Bentley College - Elkin B. McCallum Graduate School of Business,"Waltham, MA",Manual,
1742,Bentley University,"Waltham, MA",Collegelist,
1743,Shkola #46,"(Школа, Академический, Екатеринбург, городской округ Екатеринбург, Свердловская область, Уральский федеральный округ, 620905, Россия, (56.792865, 60.5133465055))",Nominatum,"Школа, Академический, Екатеринбург, городской округ Екатеринбург, Свердловская область, Уральский федеральный округ, 620905, Россия"
1744,University of Southern California,"Los Angeles, CA",Collegelist,
1745,Penn State University,"(Pennsylvania State University Du Bois Campus, 1, College Place, DuBois, Clearfield County, penna, 15801, United States of America, (41.1272027, -78.7520584))",Nominatum,"Pennsylvania State University Du Bois Campus, 1, College Place, DuBois, Clearfield County, penna, 15801, United States of America"
1746,Niagara University,"Niagara University, NY",Collegelist,
1747,James Cook University,"(James.Cook.University, Upper Thomson Road, Thomson, Singapore, Central Singapore Community Development Council, Singapura, (1.3749872, 103.829054593))",Nominatum,"James.Cook.University, Upper Thomson Road, Thomson, Singapore, Central Singapore Community Development Council, Singapura"
1748,"Arizona State University, W. P. Carey School of Business","Tempe, AZ",Manual,
1749,Arizona State University,"Tempe, AZ",Collegelist,
1750,University of Michigan,"Dearborn, MI",Collegelist,
1751,Art Institute of Portland,"(Portland Institute for Contemporary Art, 415, Southwest 11th Avenue, Pearl District, Portland, Multnomah County, Oregon, 97205, United States of America, (45.5218896, -122.681718525))",Nominatum,"Portland Institute for Contemporary Art, 415, Southwest 11th Avenue, Pearl District, Portland, Multnomah County, Oregon, 97205, United States of America"
1752,Binghamton University,"Binghamton, NY",Collegelist,
1753,University of Iowa,"Iowa City, IA",Collegelist,
1754,Marshall University,"Los Angeles, CA",Collegelist,
1755,McGill University,"(McGill University, Avenue Docteur Penfield, Centre-Ville, Ville-Marie, Montréal, Montréal (06), Québec, H2X 1T9, Canada, (45.50691775, -73.5791161606))",Nominatum,"McGill University, Avenue Docteur Penfield, Centre-Ville, Ville-Marie, Montréal, Montréal (06), Québec, H2X 1T9, Canada"
1756,Union College,"Lincoln, NE",Collegelist,
1757,Union College,"Lincoln, NE",Collegelist,
1758,State University of New York at Albany,"(University at Albany, The State University of New York, Indian Drive, Campus, Town of Guilderland, Albany County, New York, 12204, United States of America, (42.68435875, -73.8258341304))",Nominatum,"University at Albany, The State University of New York, Indian Drive, Campus, Town of Guilderland, Albany County, New York, 12204, United States of America"
1759,"University of California, Berkeley, Haas School of Business","Berkeley, CA",Manual,
1760,National University of Singapore,"(NUS, Kent Ridge Road, Nepal Hill, Clementi, South West Community Development Council, 117602, Singapura, (1.2962018, 103.776899438))",Nominatum,"NUS, Kent Ridge Road, Nepal Hill, Clementi, South West Community Development Council, 117602, Singapura"
1761,,,,
1762,University of Washington,"Seattle, WA",Collegelist,
1763,Colgate University,"Hamilton, NY",Collegelist,
1764,Montgomery High School,"1016 ROUTE 601 SKILLMAN, NJ 08558",Collegelist,
1765,Longwood University,"Farmville, VA",Collegelist,
1766,Emerson College,"Boston, MA",Collegelist,
1767,Grafton Memorial Senior High School,"375 RIVER DR ELMWOOD PARK, NJ 07407",Collegelist,
1768,University of Illinois at Urbana-Champaign,"Champaign, IL",Collegelist,
1769,Universidad Pablo de Olavide de Sevilla,"(Universidad Pablo de Olavide, Calle Lorenzo Rodríguez, Condequinto, Dos Hermanas, Sevilla, Andalucía, 41089, España, (37.3569746, -5.93747763172))",Nominatum,"Universidad Pablo de Olavide, Calle Lorenzo Rodríguez, Condequinto, Dos Hermanas, Sevilla, Andalucía, 41089, España"
1770,,,,
1771,,,,
1772,Purdue University,"(Purdue University, West Stadium Avenue, Wabash Shores, Tippecanoe County, Indiana, 47906, United States of America, (40.4319722, -86.9238935798))",Nominatum,"Purdue University, West Stadium Avenue, Wabash Shores, Tippecanoe County, Indiana, 47906, United States of America"
1773,Mt. Vernon High School,"8112 NORTH 200 WEST FORTVILLE, IN 46040",Collegelist,
1774,The University of Texas at Austin,"Austin, TX",Collegelist,
1775,Carnegie Mellon University,"Pittsburgh, PA",Collegelist,
1776,Miami Dade College,"Miami, FL",Collegelist,
1777,"Universidad Centroamericana, Managua","(Universidad Nacional de Ingenieria (UNI), Avenida Universitaria Casimiro Sotelo, Barrio Jonathan González, Bolonia, Managua, 14002, Nicaragua, (12.1308452, -86.2700881786))",Nominatum,"Universidad Nacional de Ingenieria (UNI), Avenida Universitaria Casimiro Sotelo, Barrio Jonathan González, Bolonia, Managua, 14002, Nicaragua"
1778,UCL,"(UCL, South Cloisters, St Pancras, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1H 0AH, United Kingdom, (51.5243719, -0.133698899952))",Nominatum,"UCL, South Cloisters, St Pancras, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1H 0AH, United Kingdom"
